session,paper_id,paper_title,author_order,author_name,author_affil_ids,author_is_eca,affiliations_resolved
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.2,An Infinite-Loop CMOS-Compatible Isolator Enabled True D S 2 VSWR-Resilient Power Amplifier for 6G FR3 in Massive MIMO and Phased-Array Systems,2,M. Eleraky,2,False,"ETH Zurich, Zurich, Switzerland"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.2,An Infinite-Loop CMOS-Compatible Isolator Enabled True D S 2 VSWR-Resilient Power Amplifier for 6G FR3 in Massive MIMO and Phased-Array Systems,3,K. Manetakis,1,False,"CSEM, Neuchatel, Switzerland"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.2,An Infinite-Loop CMOS-Compatible Isolator Enabled True D S 2 VSWR-Resilient Power Amplifier for 6G FR3 in Massive MIMO and Phased-Array Systems,4,P. Nussbaum,1,False,"CSEM, Neuchatel, Switzerland"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.2,An Infinite-Loop CMOS-Compatible Isolator Enabled True D S 2 VSWR-Resilient Power Amplifier for 6G FR3 in Massive MIMO and Phased-Array Systems,5,H. Wang,2,False,"ETH Zurich, Zurich, Switzerland"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.4,A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm P out and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network,1,B. Yang,"1,2",False,"Shenzhen University, Shenzhen, China | University of Electronic Science and Technology of China, Chengdu, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.4,A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm P out and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network,2,J. Zhou,1,False,"Shenzhen University, Shenzhen, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.4,A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm P out and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network,3,J. Mao,1,False,"Shenzhen University, Shenzhen, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.4,A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm P out and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network,4,X. Luo,1,False,"Shenzhen University, Shenzhen, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.5,"A 0.6-to-0.9GHz, 28.06dBm P , 43.73% SE, 6-Phase out Switched-Capacitor Power Amplifier Using In-Cell Digital Waveform Synthesis for the 2nd-, 3rd-, and 4th-Harmonic Suppression",1,X. Liang,1,False,"University of Electronic Science and Technology of China, Chengdu, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.5,"A 0.6-to-0.9GHz, 28.06dBm P , 43.73% SE, 6-Phase out Switched-Capacitor Power Amplifier Using In-Cell Digital Waveform Synthesis for the 2nd-, 3rd-, and 4th-Harmonic Suppression",2,B. Yang,"1,2",False,"University of Electronic Science and Technology of China, Chengdu, China | Shenzhen University, Shenzhen, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.5,"A 0.6-to-0.9GHz, 28.06dBm P , 43.73% SE, 6-Phase out Switched-Capacitor Power Amplifier Using In-Cell Digital Waveform Synthesis for the 2nd-, 3rd-, and 4th-Harmonic Suppression",3,H. Tang,"1,2",False,"University of Electronic Science and Technology of China, Chengdu, China | Shenzhen University, Shenzhen, China"
"SESSION 33 Wednesday, February 18th, 3:35 PM",33.5,"A 0.6-to-0.9GHz, 28.06dBm P , 43.73% SE, 6-Phase out Switched-Capacitor Power Amplifier Using In-Cell Digital Waveform Synthesis for the 2nd-, 3rd-, and 4th-Harmonic Suppression",4,X. Luo,2,False,"Shenzhen University, Shenzhen, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,1,L. Lou,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,2,Z. Zhou,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,3,L. Yuan,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,4,Y. Long,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,5,G. Chen,2,False,"National University of Singapore, Singapore, Singapore"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,6,X. Li,3,False,"Shanghai Jiao Tong University, Shanghai, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,7,S. Yang,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,8,H. Cui,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,9,J. Peng,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,10,W. Tao,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,11,J. Deng,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.1,A 128mW 2×4 Radar-on-Chip with Forward-ΔΣ DPLL-Locked D S 2 Multi-Injection RTWO in 22nm CMOS Enabling ADC-Free Digitization and PS-Free Beamforming Demonstrated in In-Cabin Vital-Sign Monitoring,12,Y. Hu,1,False,"University of Science and Technology of China, Hefei, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",1,Moon,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",2,Li,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",3,Suh,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",4,M. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",5,D. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",6,K. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",7,G. Park,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",8,G. Baek,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",9,B. Yook,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",10,D. Choi,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",11,K. Yoo,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",12,J. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",13,T. Yu,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",14,S. Kang,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",15,H. Jo,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",16,J. Son,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",17,S. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",18,P-K. Lau,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",19,S. I. Lu,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",20,G. E. Rogers,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",21,A. Jain,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",22,J. Wang,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",23,V. Ariyarathna,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",24,W. J. Kim,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",25,O. Eliezer,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",26,G. Feygin,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",27,W. Zhou,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",28,K-J. Moon,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",29,J. Chung,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",30,W. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",31,S. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",32,J. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",33,J. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",34,T. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",35,S. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",36,Y. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",37,Y. H. Jang,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",38,S. K. Rayudu,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",39,S. Chien,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",40,Y. Chen,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",41,H. Lim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",42,K. Kang,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",43,S. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",44,J. Lee,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",45,J. Bae,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",46,H-G. Seok,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",47,P. Dayal,2,False,"Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",48,W. Wu,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",49,H-C. Park,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",50,J. Hur,3,False,"Samsung Electronics, Hwaseong, Korea | Samsung Electronics, San Diego, CA;3Samsung Electronics, San Jose, CA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",51,S. Yoo,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",52,C-H. Park,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.2,"Compact, Low-Power 60-and-77GHz 4T/4R Multi-Mode FMCW Radar RFICs in 28nm CMOS",53,J. Kim,1,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.3,A 234-to-252GHz Dual-Polarized Transceiver Using Antenna-in- D S 2 Package Technologies for Cross-Polarimetric Sensing,1,X. Chen,1,False,"Massachusetts Institute of Technology, Cambridge, MA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.3,A 234-to-252GHz Dual-Polarized Transceiver Using Antenna-in- D S 2 Package Technologies for Cross-Polarimetric Sensing,2,G. C. Dogiamis,"2,3",False,"Intel, Chandler, AZ | Deca Technologies, Tempe, AZ"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.3,A 234-to-252GHz Dual-Polarized Transceiver Using Antenna-in- D S 2 Package Technologies for Cross-Polarimetric Sensing,3,R. Han,1,False,"Massachusetts Institute of Technology, Cambridge, MA"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,1,R. Fu,1,True,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,2,L. Shi,1,True,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,3,F. Cai,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,4,Y. Yang,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,5,H. Lei,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,6,Z. Fu,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,7,Y. Xu,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,8,P. Wang,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,9,Z. Li,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,10,S. Wang,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,11,J. Jiao,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,12,D. Liang,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,13,L. Wu,"1,2",False,"Beihang University, Beijing, China | Tianmushan Laboratory, Hangzhou, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,14,G. Zhang,3,False,"Beijing Institute of Technology, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,15,N. Du,3,False,"Beijing Institute of Technology, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,16,Z. Wang,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,17,Y. Gu,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,18,X. Ye,3,False,"Beijing Institute of Technology, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,19,X. Fang,1,False,"Beihang University, Beijing, China"
"SESSION 34 Wednesday, February 18th, 1:30 PM",34.4,A 1.6-to-3.8GHz Reconfigurable FMCW Radar SoC with 81.5% D S 2 Relative-Bandwidth PLL for Real-Time Life Detection in Disaster Response,20,W. Zhao,"1,2",False,"Beihang University, Beijing, China | Tianmushan Laboratory, Hangzhou, China"
